Sweep	Model_size	log_marg	log_cond_post	Model
21048	2	-21921.21809617	-21946.65304264	2 9 
21049	1	-21923.92822174	-21947.62530963	9 
21050	1	-21923.68743005	-21947.31988704	9 
21051	2	-21921.12438378	-21946.5146987	1 9 
21052	2	-21921.15569034	-21946.53951715	1 9 
21053	2	-21920.82988948	-21946.37588016	1 9 
21054	2	-21920.82988948	-21946.37588016	1 9 
21055	2	-21920.42685774	-21946.55002814	1 9 
21056	4	-21926.01393468	-21955.02747683	1 8 9 12 
21057	4	-21926.01393468	-21955.02747683	1 8 9 12 
21058	3	-21923.11729608	-21950.78091152	1 7 9 
21059	3	-21924.77560721	-21951.73789651	1 7 9 
21060	2	-21921.96569595	-21947.63990541	1 9 
21061	2	-21921.52362677	-21946.94469079	1 9 
21062	2	-21921.52362677	-21946.94469079	1 9 
21063	2	-21921.52362677	-21946.94469079	1 9 
21064	2	-21920.54149881	-21946.44790414	1 9 
21065	2	-21920.54149881	-21946.44790414	1 9 
21066	2	-21920.54149881	-21946.44790414	1 9 
21067	2	-21921.70403008	-21947.20591802	1 9 
21068	2	-21921.70403008	-21947.20591802	1 9 
21069	2	-21921.70403008	-21947.20591802	1 9 
21070	2	-21920.24307145	-21946.82222757	1 9 
21071	2	-21919.9003895	-21946.47954562	2 9 
21072	1	-21923.49872185	-21947.37040342	9 
21073	1	-21923.49872185	-21947.37040342	9 
21074	2	-21920.52657119	-21946.45856241	1 9 
21075	2	-21920.52657119	-21946.45856241	1 9 
21076	2	-21920.52657119	-21946.45856241	1 9 
21077	2	-21920.52657119	-21946.45856241	1 9 
21078	2	-21920.52657119	-21946.45856241	1 9 
21079	2	-21919.94156106	-21947.63524118	1 9 
21080	2	-21919.94156106	-21947.63524118	1 9 
21081	3	-21920.97135207	-21950.20547724	2 3 9 
21082	2	-21920.40494541	-21946.02962196	2 9 
21083	2	-21920.40494541	-21946.02962196	2 9 
21084	2	-21920.40494541	-21946.02962196	2 9 
21085	2	-21920.54401003	-21946.04515035	2 9 
21086	2	-21920.76949468	-21946.1627372	2 9 
21087	2	-21921.38473305	-21946.89977077	2 9 
21088	2	-21921.38473305	-21946.89977077	2 9 
21089	2	-21921.38473305	-21946.89977077	2 9 
21090	2	-21920.87187195	-21946.24802708	2 9 
21091	2	-21920.87187195	-21946.24802708	2 9 
21092	3	-21922.56712605	-21950.44445708	2 9 11 
21093	3	-21922.56712605	-21950.44445708	2 9 11 
21094	3	-21922.75285533	-21950.63018636	2 9 12 
21095	1	-21923.29679462	-21947.87582269	9 
21096	1	-21923.29679462	-21947.87582269	9 
21097	1	-21923.20019687	-21948.3580897	9 
21098	1	-21924.04372048	-21947.87065436	9 
21099	1	-21923.85758521	-21947.50298424	9 
21100	3	-21922.64435411	-21950.03355363	2 9 15 
21101	2	-21920.42429395	-21946.02884042	2 9 
21102	2	-21920.42429395	-21946.02884042	2 9 
21103	2	-21920.42429395	-21946.02884042	2 9 
21104	3	-21923.22330626	-21950.36829777	2 9 11 
21105	2	-21920.42429395	-21946.02884042	2 9 
21106	3	-21923.12622657	-21950.27121808	2 7 9 
21107	2	-21920.57730781	-21946.0557663	2 9 
21108	2	-21920.57730781	-21946.0557663	2 9 
21109	3	-21923.13738215	-21950.27495092	2 7 9 
21110	3	-21923.66783811	-21950.59816371	2 7 9 
21111	2	-21921.03526281	-21946.41878493	2 9 
21112	2	-21921.03526281	-21946.41878493	2 9 
21113	2	-21921.03526281	-21946.41878493	2 9 
21114	2	-21920.27373011	-21946.06262321	2 9 
21115	2	-21920.08527482	-21946.20595742	2 9 
21116	2	-21920.08527482	-21946.20595742	2 9 
21117	4	-21924.89626071	-21953.58253777	2 3 6 9 
21118	4	-21924.84684813	-21953.56972468	2 3 6 9 
21119	3	-21923.13730147	-21950.51025131	2 9 12 
21120	2	-21925.68124726	-21951.05553538	9 12 
21121	3	-21924.60753976	-21951.52339755	1 9 13 
21122	4	-21926.15927206	-21954.86221839	2 9 12 13 
21123	4	-21926.15927206	-21954.86221839	2 9 12 13 
21124	2	-21920.25763246	-21946.07020703	2 9 
21125	2	-21920.25763246	-21946.07020703	2 9 
21126	3	-21923.42099855	-21950.77401816	1 2 9 
21127	2	-21921.15826119	-21946.57184489	2 9 
21128	2	-21921.15826119	-21946.57184489	2 9 
21129	2	-21920.78871901	-21946.17736367	2 9 
21130	2	-21920.78871901	-21946.17736367	2 9 
21131	2	-21920.78871901	-21946.17736367	2 9 
21132	2	-21920.64191043	-21946.08333641	2 9 
21133	2	-21920.64191043	-21946.08333641	2 9 
21134	2	-21919.93941145	-21946.4093827	2 9 
21135	2	-21921.60462036	-21947.26518433	2 9 
21136	2	-21922.43604432	-21948.92303224	2 9 
21137	2	-21922.43604432	-21948.92303224	2 9 
21138	2	-21922.77918135	-21949.26616928	1 9 
21139	2	-21922.43604432	-21948.92303224	2 9 
21140	1	-21923.62672538	-21947.30197454	9 
21141	1	-21923.74034879	-21947.35755679	9 
21142	2	-21921.2310159	-21946.60608182	1 9 
21143	2	-21921.2310159	-21946.60608182	1 9 
21144	2	-21921.2310159	-21946.60608182	1 9 
21145	2	-21920.65243687	-21946.39145773	1 9 
21146	2	-21920.65243687	-21946.39145773	1 9 
21147	2	-21920.65243687	-21946.39145773	1 9 
21148	2	-21920.65243687	-21946.39145773	1 9 
21149	2	-21920.65243687	-21946.39145773	1 9 
21150	1	-21923.4538518	-21947.43501473	9 
21151	1	-21923.55640465	-21947.31994352	9 
21152	1	-21923.55640465	-21947.31994352	9 
21153	2	-21922.44007326	-21947.96147005	4 9 
21154	3	-21923.97527914	-21951.03712098	2 4 9 
21155	3	-21923.15293448	-21951.07306794	2 4 9 
21156	3	-21924.9909945	-21951.95616059	2 4 9 
21157	3	-21924.9909945	-21951.95616059	2 4 9 
21158	2	-21921.19090539	-21946.61562644	2 9 
21159	1	-21923.8908969	-21947.55776003	9 
21160	2	-21924.93405238	-21950.35877343	3 9 
21161	1	-21923.8132204	-21947.43879256	9 
21162	2	-21922.95834501	-21948.34177508	4 9 
21163	1	-21923.94849452	-21947.66456276	9 
21164	1	-21923.94849452	-21947.66456276	9 
21165	1	-21923.94849452	-21947.66456276	9 
21166	2	-21921.56290813	-21946.99854763	1 9 
21167	2	-21920.25538967	-21946.79933036	1 9 
21168	2	-21920.14869947	-21947.02232897	1 9 
21169	2	-21920.14869947	-21947.02232897	1 9 
21170	3	-21922.67579374	-21951.13318572	1 7 9 
21171	2	-21921.71474158	-21948.63168851	4 9 
21172	2	-21922.74736644	-21948.12928413	4 9 
21173	2	-21923.75234882	-21949.59863072	4 9 
21174	1	-21924.02835458	-21947.83514184	9 
21175	2	-21921.81010832	-21947.3747535	1 9 
21176	2	-21922.76164002	-21948.14144177	4 9 
21177	2	-21920.93903654	-21946.40578948	1 9 
21178	2	-21922.51926313	-21947.98601607	4 9 
21179	2	-21922.51926313	-21947.98601607	4 9 
21180	2	-21921.09000675	-21946.48947004	1 9 
21181	2	-21921.09000675	-21946.48947004	1 9 
21182	2	-21921.09000675	-21946.48947004	1 9 
21183	2	-21920.80529526	-21946.3730626	1 9 
21184	2	-21921.7096656	-21947.21462193	1 9 
21185	3	-21924.81395514	-21951.73437991	1 3 9 
21186	3	-21924.81395514	-21951.73437991	1 3 9 
21187	3	-21924.31752918	-21951.23492586	1 9 12 
21188	2	-21921.58852542	-21947.03461336	1 9 
21189	2	-21923.16928755	-21948.61537549	4 9 
21190	2	-21923.16928755	-21948.61537549	4 9 
21191	2	-21925.72896729	-21951.19742408	8 9 
21192	2	-21923.219136	-21948.6875928	4 9 
21193	1	-21923.94283957	-21947.65343845	9 
21194	2	-21921.32647645	-21950.04472776	4 9 
21195	2	-21923.1403731	-21948.57472784	4 9 
21196	2	-21924.53692194	-21950.61322014	8 9 
21197	2	-21924.53692194	-21950.61322014	8 9 
21198	2	-21923.18508951	-21948.63797955	4 9 
21199	2	-21923.18508951	-21948.63797955	4 9 
21200	2	-21921.16108401	-21946.543966	1 9 
21201	2	-21921.16108401	-21946.543966	1 9 
21202	2	-21920.5970986	-21946.41472911	1 9 
21203	2	-21920.5970986	-21946.41472911	1 9 
21204	2	-21921.08893381	-21946.48871754	1 9 
21205	2	-21921.08893381	-21946.48871754	1 9 
21206	2	-21921.08893381	-21946.48871754	1 9 
21207	2	-21920.41494986	-21946.56342283	1 9 
21208	2	-21921.08093729	-21946.4831768	1 9 
21209	2	-21920.73797124	-21946.14021074	2 9 
21210	2	-21920.68696096	-21946.10773685	2 9 
21211	2	-21921.02991592	-21946.4506918	1 9 
21212	2	-21921.08810585	-21946.48813831	1 9 
21213	2	-21921.08810585	-21946.48813831	1 9 
21214	2	-21921.08810585	-21946.48813831	1 9 
21215	2	-21921.08810585	-21946.48813831	1 9 
21216	2	-21920.59113118	-21946.41780874	1 9 
21217	2	-21920.34701589	-21946.65063198	1 9 
21218	2	-21921.529443	-21946.95255246	1 9 
21219	2	-21920.37323689	-21946.03309003	2 9 
21220	2	-21920.37323689	-21946.03309003	2 9 
21221	2	-21920.37323689	-21946.03309003	2 9 
21222	2	-21920.37323689	-21946.03309003	2 9 
21223	2	-21920.77713146	-21946.16846799	2 9 
21224	2	-21920.53963206	-21946.04394323	2 9 
21225	2	-21920.53963206	-21946.04394323	2 9 
21226	2	-21920.45789309	-21946.0298136	2 9 
21227	2	-21920.45789309	-21946.0298136	2 9 
21228	2	-21920.45789309	-21946.0298136	2 9 
21229	2	-21920.45789309	-21946.0298136	2 9 
21230	2	-21920.80813662	-21946.19280399	2 9 
21231	2	-21920.80813662	-21946.19280399	2 9 
21232	2	-21920.80813662	-21946.19280399	2 9 
21233	2	-21920.88094779	-21946.25643899	2 9 
21234	2	-21920.88094779	-21946.25643899	2 9 
21235	2	-21920.92972713	-21946.30389268	2 9 
21236	2	-21919.91730301	-21946.44826491	2 9 
21237	2	-21919.87548249	-21946.52809324	2 9 
21238	2	-21919.87548249	-21946.52809324	2 9 
21239	2	-21919.87548249	-21946.52809324	2 9 
21240	2	-21921.87995206	-21947.77375868	2 9 
21241	2	-21921.87995206	-21947.77375868	2 9 
21242	2	-21921.78860455	-21947.59957029	2 9 
21243	2	-21921.78860455	-21947.59957029	2 9 
21244	2	-21920.37537411	-21946.03276935	2 9 
21245	1	-21923.48634809	-21947.38588541	9 
21246	2	-21920.37537411	-21946.03276935	2 9 
21247	3	-21923.06398171	-21950.26182199	2 8 9 
21248	3	-21923.06398171	-21950.26182199	2 8 9 
21249	3	-21923.06398171	-21950.26182199	2 8 9 
21250	3	-21922.86638756	-21950.23905897	2 8 9 
21251	3	-21922.86638756	-21950.23905897	2 8 9 
21252	2	-21920.2446784	-21946.07690476	2 9 
21253	2	-21921.29866414	-21946.76873147	2 9 
21254	2	-21921.22190382	-21946.65834951	2 9 
21255	2	-21921.22190382	-21946.65834951	2 9 
21256	2	-21919.83355586	-21946.61671757	2 9 
21257	2	-21920.34239578	-21946.03914898	2 9 
21258	2	-21920.34239578	-21946.03914898	2 9 
21259	2	-21920.34239578	-21946.03914898	2 9 
21260	2	-21920.34239578	-21946.03914898	2 9 
21261	2	-21920.34239578	-21946.03914898	2 9 
21262	2	-21920.25875938	-21946.06964959	2 9 
21263	4	-21925.45411699	-21954.73368002	2 6 9 11 
21264	2	-21919.71066509	-21946.93028746	2 9 
21265	2	-21919.71066509	-21946.93028746	2 9 
21266	3	-21923.99273385	-21950.93164009	1 9 10 
21267	2	-21920.59126451	-21946.06095638	2 9 
21268	2	-21920.59126451	-21946.06095638	2 9 
21269	3	-21923.71202897	-21950.64866066	1 9 15 
21270	3	-21922.45854412	-21950.49639723	1 9 15 
21271	2	-21920.27206145	-21946.76946952	1 9 
21272	2	-21925.49953992	-21951.99694799	9 15 
21273	1	-21923.26667416	-21948.00622431	9 
21274	3	-21922.47403071	-21950.51188382	2 9 11 
21275	3	-21922.47403071	-21950.51188382	2 9 11 
21276	3	-21924.08746777	-21951.00622715	2 9 11 
21277	3	-21924.08746777	-21951.00622715	2 9 11 
21278	3	-21925.19174305	-21952.49401583	2 9 11 
21279	2	-21921.43729338	-21946.98330232	2 9 
21280	2	-21920.98066469	-21946.3573312	2 9 
21281	3	-21923.73263394	-21950.64974548	2 6 9 
21282	2	-21920.26940305	-21946.06458197	2 9 
21283	2	-21920.795722	-21946.1828557	2 9 
21284	2	-21921.13869995	-21946.52583365	1 9 
21285	3	-21923.49222686	-21950.41980559	2 9 15 
21286	2	-21921.32591653	-21946.8094211	2 9 
21287	2	-21921.32591653	-21946.8094211	2 9 
21288	2	-21921.40203322	-21946.92698172	2 9 
21289	2	-21920.95489131	-21946.32980911	2 9 
21290	2	-21920.95489131	-21946.32980911	2 9 
21291	2	-21920.95489131	-21946.32980911	2 9 
21292	2	-21920.14229227	-21946.14945305	2 9 
21293	2	-21920.14229227	-21946.14945305	2 9 
21294	2	-21920.14229227	-21946.14945305	2 9 
21295	2	-21921.09712238	-21946.4933345	2 9 
21296	2	-21921.09712238	-21946.4933345	2 9 
21297	2	-21921.09712238	-21946.4933345	2 9 
21298	2	-21921.09712238	-21946.4933345	2 9 
21299	2	-21921.09712238	-21946.4933345	2 9 
21300	3	-21923.5404483	-21950.45634268	2 9 10 
21301	2	-21920.88158876	-21946.25703811	2 9 
21302	2	-21920.88158876	-21946.25703811	2 9 
21303	2	-21920.88158876	-21946.25703811	2 9 
21304	1	-21923.73715516	-21947.35474659	9 
21305	1	-21923.73715516	-21947.35474659	9 
21306	2	-21920.88158876	-21946.25703811	2 9 
21307	2	-21922.22177122	-21948.46463952	2 9 
21308	2	-21922.22177122	-21948.46463952	2 9 
21309	2	-21922.57390214	-21949.22607079	2 9 
21310	2	-21921.65444195	-21947.35339159	2 9 
21311	1	-21923.39882055	-21947.54846014	9 
21312	2	-21924.63116947	-21950.00620745	3 9 
21313	2	-21925.32143486	-21950.69647284	8 9 
21314	2	-21925.32143486	-21950.69647284	8 9 
21315	2	-21925.32143486	-21950.69647284	8 9 
21316	2	-21926.46356925	-21951.83860723	9 15 
21317	2	-21926.46356925	-21951.83860723	9 15 
21318	2	-21921.10327003	-21946.50101693	2 9 
21319	3	-21924.39436923	-21951.98675191	4 9 15 
21320	3	-21924.39436923	-21951.98675191	4 9 15 
21321	2	-21920.09426232	-21946.19624194	2 9 
21322	2	-21920.09426232	-21946.19624194	2 9 
21323	2	-21920.92071721	-21946.29484774	2 9 
21324	2	-21920.92071721	-21946.29484774	2 9 
21325	2	-21919.96735934	-21946.36340084	2 9 
21326	3	-21921.4657966	-21949.51740925	2 3 9 
21327	3	-21921.40932374	-21949.56756988	2 3 9 
21328	3	-21921.40932374	-21949.56756988	2 3 9 
21329	1	-21923.24597663	-21948.10591982	9 
21330	2	-21920.40314109	-21946.02974584	2 9 
21331	2	-21919.82550728	-21946.63475092	2 9 
21332	2	-21920.74360738	-21946.14410321	2 9 
21333	2	-21920.74360738	-21946.14410321	2 9 
21334	2	-21921.19829764	-21946.62571448	2 9 
21335	2	-21921.19829764	-21946.62571448	2 9 
21336	2	-21922.42216325	-21948.51249695	1 9 
21337	2	-21921.97075518	-21947.64884617	1 9 
21338	2	-21921.97075518	-21947.64884617	1 9 
21339	2	-21921.97075518	-21947.64884617	1 9 
21340	2	-21921.62766536	-21947.30575635	2 9 
21341	2	-21920.30417627	-21946.05047084	2 9 
21342	2	-21921.65846582	-21947.36059502	2 9 
21343	2	-21921.65846582	-21947.36059502	2 9 
21344	2	-21920.05930255	-21946.23578895	2 9 
21345	2	-21919.97186021	-21946.35631973	2 9 
21346	2	-21919.97186021	-21946.35631973	2 9 
21347	1	-21923.75637853	-21947.37265256	9 
21348	2	-21920.92029797	-21946.29442991	2 9 
21349	3	-21922.27355402	-21950.50998959	2 7 9 
21350	2	-21919.86123422	-21946.55722474	2 9 
21351	2	-21919.86123422	-21946.55722474	2 9 
21352	2	-21919.86123422	-21946.55722474	2 9 
21353	2	-21920.82654898	-21946.20805156	2 9 
21354	2	-21921.15254842	-21946.56431379	2 9 
21355	2	-21921.15254842	-21946.56431379	2 9 
21356	2	-21921.15254842	-21946.56431379	2 9 
21357	2	-21921.14286516	-21946.55163882	2 9 
21358	2	-21921.14286516	-21946.55163882	2 9 
21359	1	-21923.85654095	-21947.5013555	9 
21360	1	-21923.76089857	-21947.37720273	9 
21361	2	-21921.27240114	-21946.64656321	1 9 
21362	3	-21923.46593956	-21950.38054668	1 9 14 
21363	3	-21923.46593956	-21950.38054668	1 9 14 
21364	3	-21923.20077749	-21950.20421202	2 9 15 
21365	3	-21923.20077749	-21950.20421202	2 9 15 
21366	4	-21926.00959377	-21954.36295502	2 7 9 15 
21367	2	-21920.60242551	-21946.065415	2 9 
21368	1	-21923.59869217	-21947.30382374	9 
21369	1	-21923.59869217	-21947.30382374	9 
21370	1	-21923.305803	-21947.8400399	9 
21371	2	-21920.009056	-21946.30115081	2 9 
21372	2	-21920.009056	-21946.30115081	2 9 
21373	2	-21920.29022225	-21946.05568891	2 9 
21374	2	-21920.69135901	-21946.11033757	2 9 
21375	2	-21920.69135901	-21946.11033757	2 9 
21376	1	-21923.64276697	-21947.30388761	9 
21377	1	-21923.70095956	-21947.32766836	9 
21378	1	-21923.70095956	-21947.32766836	9 
21379	2	-21920.80867388	-21946.1932406	2 9 
21380	1	-21924.12116934	-21948.0613676	9 
21381	2	-21920.97015279	-21946.34598821	2 9 
21382	2	-21920.97015279	-21946.34598821	2 9 
21383	2	-21920.97015279	-21946.34598821	2 9 
21384	2	-21922.49350089	-21949.04862962	2 9 
21385	2	-21921.53244288	-21947.14076332	2 9 
21386	2	-21921.58369375	-21947.2286906	2 9 
21387	2	-21921.58369375	-21947.2286906	2 9 
21388	2	-21921.58369375	-21947.2286906	2 9 
21389	2	-21921.3493471	-21946.84500586	2 9 
21390	2	-21921.5077639	-21947.09918209	2 9 
21391	2	-21921.85084282	-21947.44226101	1 9 
21392	2	-21921.43580943	-21946.83096676	1 9 
21393	2	-21921.43580943	-21946.83096676	1 9 
21394	1	-21923.84209437	-21947.47939378	9 
21395	2	-21921.43580943	-21946.83096676	1 9 
21396	2	-21920.51381829	-21946.46827361	1 9 
21397	2	-21920.57532088	-21946.42652017	1 9 
21398	2	-21920.57532088	-21946.42652017	1 9 
21399	1	-21923.41581008	-21947.50915145	9 
21400	2	-21920.57532088	-21946.42652017	1 9 
21401	2	-21920.66834314	-21946.38648521	1 9 
21402	2	-21920.66834314	-21946.38648521	1 9 
21403	1	-21923.52481259	-21947.34327968	9 
21404	1	-21923.52481259	-21947.34327968	9 
21405	1	-21923.52481259	-21947.34327968	9 
21406	1	-21923.52481259	-21947.34327968	9 
21407	1	-21923.52481259	-21947.34327968	9 
21408	1	-21923.52481259	-21947.34327968	9 
21409	1	-21923.52481259	-21947.34327968	9 
21410	1	-21923.63779155	-21947.30306952	9 
21411	1	-21923.63779155	-21947.30306952	9 
21412	1	-21923.63779155	-21947.30306952	9 
21413	1	-21923.61593288	-21947.30188889	9 
21414	1	-21923.6454625	-21947.30441407	9 
21415	1	-21923.6454625	-21947.30441407	9 
21416	2	-21921.03975283	-21946.45656231	1 9 
21417	2	-21921.03975283	-21946.45656231	1 9 
21418	2	-21921.03975283	-21946.45656231	1 9 
21419	2	-21921.03975283	-21946.45656231	1 9 
21420	2	-21921.03975283	-21946.45656231	1 9 
21421	2	-21921.03975283	-21946.45656231	1 9 
21422	2	-21921.03975283	-21946.45656231	1 9 
21423	2	-21921.03975283	-21946.45656231	1 9 
21424	2	-21920.56157664	-21946.43475322	1 9 
21425	2	-21920.56157664	-21946.43475322	1 9 
21426	2	-21921.24745824	-21946.62184377	1 9 
21427	2	-21921.24745824	-21946.62184377	1 9 
21428	1	-21923.74851248	-21947.3650401	9 
21429	2	-21921.09781443	-21946.49501016	1 9 
21430	1	-21923.67425135	-21947.31358916	9 
21431	1	-21923.67425135	-21947.31358916	9 
21432	2	-21920.75484482	-21946.15204056	2 9 
21433	2	-21922.37084116	-21948.78180528	2 9 
21434	2	-21922.37084116	-21948.78180528	2 9 
21435	2	-21922.37084116	-21948.78180528	2 9 
21436	1	-21924.47913202	-21949.13223823	9 
21437	2	-21922.37084116	-21948.78180528	2 9 
21438	2	-21922.30181951	-21948.63391932	2 9 
21439	2	-21922.54199669	-21949.15542991	2 9 
21440	2	-21922.54199669	-21949.15542991	2 9 
21441	2	-21922.0720806	-21948.1552067	2 9 
21442	2	-21922.49044053	-21949.04191374	2 9 
21443	2	-21921.41775118	-21946.95194676	2 9 
21444	2	-21923.34167486	-21948.87587044	4 9 
21445	1	-21924.00380958	-21947.78014724	9 
21446	2	-21922.01434205	-21947.72664873	1 9 
21447	1	-21923.19126085	-21948.41273356	9 
21448	2	-21920.99197118	-21946.4298606	1 9 
21449	2	-21920.56380948	-21946.43337351	1 9 
21450	2	-21920.06121064	-21947.24995172	1 9 
21451	2	-21920.06121064	-21947.24995172	1 9 
21452	2	-21921.11865913	-21946.51034853	1 9 
21453	2	-21922.69907112	-21948.09076052	4 9 
21454	2	-21920.37693605	-21946.60991603	1 9 
21455	2	-21920.37693605	-21946.60991603	1 9 
21456	2	-21922.89244206	-21948.26818614	4 9 
21457	2	-21922.96521172	-21948.34979164	4 9 
21458	2	-21926.61700936	-21952.00158928	9 15 
21459	1	-21923.81663056	-21947.44335256	9 
21460	2	-21925.47478948	-21950.85936939	8 9 
21461	2	-21925.53959994	-21950.92417986	5 9 
21462	2	-21925.53959994	-21950.92417986	5 9 
21463	2	-21926.45498251	-21952.48543927	8 9 
21464	3	-21925.18195803	-21952.34903668	1 9 12 
21465	3	-21924.34203204	-21951.26110527	1 9 12 
21466	2	-21921.15720728	-21946.54076328	1 9 
21467	2	-21922.73765476	-21948.12121077	4 9 
21468	2	-21922.73765476	-21948.12121077	4 9 
21469	2	-21923.08289715	-21948.49676693	4 9 
21470	2	-21923.08289715	-21948.49676693	4 9 
21471	2	-21922.17765943	-21947.99408926	4 9 
21472	2	-21920.59789622	-21946.41432605	1 9 
21473	2	-21920.72472035	-21946.3747503	1 9 
21474	2	-21920.72472035	-21946.3747503	1 9 
21475	2	-21920.72472035	-21946.3747503	1 9 
21476	2	-21920.72472035	-21946.3747503	1 9 
21477	2	-21920.99557128	-21946.43171137	1 9 
21478	2	-21920.99557128	-21946.43171137	1 9 
21479	1	-21923.59541826	-21947.30448581	9 
21480	1	-21923.3785704	-21947.60061623	9 
21481	1	-21923.3785704	-21947.60061623	9 
21482	1	-21924.05018522	-21947.8858367	9 
21483	1	-21924.05018522	-21947.8858367	9 
21484	2	-21923.4348341	-21949.02834349	4 9 
21485	1	-21924.00631595	-21947.78566269	9 
21486	1	-21924.00631595	-21947.78566269	9 
21487	3	-21924.35489812	-21951.43254782	2 9 10 
21488	1	-21923.4844963	-21947.3883518	9 
21489	1	-21923.4844963	-21947.3883518	9 
21490	3	-21922.7712109	-21949.97336936	2 9 10 
21491	2	-21922.29443867	-21947.95615209	4 9 
21492	2	-21922.29443867	-21947.95615209	4 9 
21493	3	-21925.01404557	-21952.21620403	4 7 9 
21494	3	-21925.01404557	-21952.21620403	4 7 9 
21495	3	-21923.88504599	-21951.08720445	2 5 9 
21496	3	-21923.88504599	-21951.08720445	2 5 9 
21497	3	-21922.99702489	-21951.47956873	2 5 9 
21498	2	-21920.39224294	-21946.03068126	2 9 
21499	2	-21920.39224294	-21946.03068126	2 9 
21500	2	-21920.39224294	-21946.03068126	2 9 
21501	2	-21920.39224294	-21946.03068126	2 9 
21502	2	-21920.39224294	-21946.03068126	2 9 
21503	2	-21920.39224294	-21946.03068126	2 9 
21504	2	-21926.99362091	-21952.63205923	9 10 
21505	3	-21922.2559129	-21949.37880577	2 3 9 
21506	2	-21920.44671885	-21946.02916668	2 9 
21507	2	-21920.44671885	-21946.02916668	2 9 
21508	3	-21923.47936281	-21950.62049198	1 9 12 
21509	2	-21920.42811916	-21946.02880328	2 9 
21510	1	-21923.80157825	-21947.42371346	9 
21511	1	-21923.1271262	-21948.86252123	9 
21512	2	-21919.64398969	-21947.13724264	2 9 
21513	2	-21921.17362796	-21946.5922972	2 9 
21514	2	-21921.17362796	-21946.5922972	2 9 
21515	2	-21921.17362796	-21946.5922972	2 9 
21516	1	-21923.3700099	-21947.62446287	9 
21517	1	-21923.3700099	-21947.62446287	9 
21518	2	-21920.48235874	-21946.49466962	1 9 
21519	2	-21922.44199313	-21948.55297905	1 9 
21520	2	-21920.36861875	-21946.62086358	1 9 
21521	2	-21920.36861875	-21946.62086358	1 9 
21522	2	-21920.36861875	-21946.62086358	1 9 
21523	2	-21920.36861875	-21946.62086358	1 9 
21524	1	-21923.31406974	-21947.80845666	9 
21525	1	-21923.31406974	-21947.80845666	9 
21526	2	-21923.7657435	-21950.01798833	3 9 
21527	2	-21921.94796274	-21948.20020758	4 9 
21528	2	-21921.7197456	-21948.6196424	4 9 
21529	2	-21922.98086007	-21948.36829891	4 9 
21530	1	-21924.08268087	-21947.96423884	9 
21531	1	-21924.14811382	-21948.13193706	9 
21532	1	-21924.14811382	-21948.13193706	9 
21533	1	-21924.14811382	-21948.13193706	9 
21534	3	-21928.8907955	-21956.1729217	8 9 10 
21535	1	-21924.14811382	-21948.13193706	9 
21536	1	-21924.14811382	-21948.13193706	9 
21537	1	-21923.8139739	-21947.43979459	9 
21538	1	-21923.8139739	-21947.43979459	9 
21539	1	-21923.35101607	-21947.68133711	9 
21540	1	-21923.35101607	-21947.68133711	9 
21541	1	-21923.35101607	-21947.68133711	9 
21542	3	-21921.73335827	-21949.36198226	2 3 9 
21543	1	-21924.19867998	-21948.26965277	9 
21544	1	-21924.19867998	-21948.26965277	9 
21545	1	-21924.19867998	-21948.26965277	9 
21546	1	-21924.19867998	-21948.26965277	9 
21547	3	-21923.04570127	-21949.96201979	2 3 9 
21548	1	-21923.78140787	-21947.39942343	9 
21549	1	-21923.46157262	-21947.42219879	9 
21550	3	-21922.70108659	-21949.96001573	2 9 10 
21551	1	-21923.21683958	-21948.2611565	9 
21552	1	-21923.21683958	-21948.2611565	9 
21553	1	-21923.6641498	-21947.3096415	9 
21554	1	-21923.6641498	-21947.3096415	9 
21555	1	-21923.6641498	-21947.3096415	9 
21556	1	-21923.6641498	-21947.3096415	9 
21557	1	-21923.73884388	-21947.35622429	9 
21558	2	-21920.88498968	-21946.26022801	2 9 
21559	2	-21921.22798467	-21946.60322299	1 9 
21560	2	-21921.22798467	-21946.60322299	1 9 
21561	1	-21923.73884388	-21947.35622429	9 
21562	3	-21924.32712429	-21951.24280766	1 7 9 
21563	3	-21924.32712429	-21951.24280766	1 7 9 
21564	2	-21921.49204015	-21946.9026969	1 9 
21565	2	-21921.49204015	-21946.9026969	1 9 
21566	2	-21921.59638474	-21947.04582376	1 9 
21567	2	-21921.59638474	-21947.04582376	1 9 
21568	2	-21921.59638474	-21947.04582376	1 9 
21569	2	-21921.59638474	-21947.04582376	1 9 
21570	1	-21924.12807579	-21948.07926043	9 
21571	2	-21926.41247638	-21952.12151894	9 12 
21572	2	-21926.41247638	-21952.12151894	9 12 
21573	3	-21925.28095562	-21952.53044322	2 9 12 
21574	2	-21921.78110767	-21947.5855009	2 9 
21575	2	-21921.78110767	-21947.5855009	2 9 
21576	2	-21921.78110767	-21947.5855009	2 9 
21577	2	-21921.78110767	-21947.5855009	2 9 
21578	2	-21921.78110767	-21947.5855009	2 9 
21579	3	-21926.54052285	-21953.88536112	3 4 9 
21580	1	-21924.35578115	-21948.73503396	9 
21581	3	-21924.56561707	-21951.69827647	2 9 15 
21582	2	-21921.50894319	-21947.10115756	2 9 
21583	2	-21921.50894319	-21947.10115756	2 9 
21584	2	-21921.50894319	-21947.10115756	2 9 
21585	2	-21921.57161171	-21947.20777491	2 9 
21586	2	-21921.57161171	-21947.20777491	2 9 
