Sweep	Move_type	nBreakpoints	Chain_l	Chain_r
43893	2	2	2	1
43894	1	1	1	3
43901	2	2	1	2
43902	1	1	1	2
43911	3	3	1	2
43913	3	2	1	2
43917	2	2	1	2
43919	2	2	1	2
43920	1	1	1	2
43932	2	2	1	2
43934	1	1	1	2
43938	3	5	2	1
43939	1	1	1	3
43946	1	1	3	1
43949	3	5	1	3
43951	1	1	2	1
43952	3	5	1	2
43954	3	3	2	1
43955	2	2	1	2
43956	3	3	1	2
43957	1	1	2	1
43958	3	2	1	2
43959	2	2	1	2
43964	1	1	3	2
43965	2	2	3	2
43966	1	1	1	2
43970	2	2	1	2
43971	2	2	1	3
43974	2	2	2	1
43975	3	2	1	2
43976	3	5	2	1
43978	2	2	1	2
43981	2	2	1	2
43983	1	1	1	2
43995	2	2	2	1
43996	2	2	1	3
43998	1	1	1	2
43999	2	2	2	1
44000	2	2	1	2
44001	2	2	2	1
44003	1	1	1	3
44005	3	5	1	2
44006	2	2	1	2
44007	3	2	2	1
44012	2	2	1	2
44021	3	5	2	1
44024	1	1	2	1
44025	3	5	2	1
44032	1	1	1	2
44033	2	2	2	1
44035	3	2	1	2
44037	3	2	1	2
44044	3	2	1	2
44056	3	5	1	2
44058	1	1	1	2
44060	1	1	3	1
44061	1	1	2	3
44071	1	1	1	3
44074	3	2	2	1
44075	1	1	2	1
44077	3	5	2	1
44079	2	2	3	1
44080	3	5	3	1
44081	2	2	3	1
44082	1	1	3	1
44083	2	2	3	1
44084	3	1	1	2
44088	2	2	1	2
44092	1	1	1	2
44093	1	1	2	1
44096	3	2	2	1
44098	3	2	1	2
44100	2	2	1	3
44101	3	2	1	3
44104	3	3	3	1
44106	3	2	1	3
44108	2	2	1	2
44112	2	2	1	2
44113	2	2	2	1
44116	3	3	2	1
44120	2	2	2	1
44124	3	2	1	2
44136	2	2	1	2
44139	3	1	1	2
44140	3	2	1	2
44144	2	2	1	2
44145	3	2	1	2
44146	1	1	2	1
44147	2	2	2	1
44148	3	2	2	1
44149	2	2	1	2
44158	1	1	2	1
44159	3	5	1	3
44163	2	2	1	2
44171	3	2	1	2
44174	1	1	1	2
44175	2	2	1	2
44185	3	5	1	2
44186	3	5	1	2
44188	3	5	1	2
44191	1	1	1	3
44194	2	2	1	2
44196	1	1	1	2
44205	3	1	1	3
44207	1	1	1	3
44212	2	2	1	2
44220	1	1	1	2
44221	2	2	1	3
44223	3	3	2	1
44226	3	5	1	2
44230	1	1	1	2
44231	2	2	1	2
44234	2	2	1	2
44236	3	5	2	1
44241	2	2	2	1
44245	3	3	2	1
44248	3	3	1	3
44249	3	5	1	3
44250	2	2	2	1
44255	3	3	1	3
44259	3	5	1	3
44260	1	1	3	1
44262	2	2	1	2
44263	2	2	2	1
44268	3	5	2	1
44269	3	2	1	2
44270	3	2	2	1
44271	3	3	2	1
44277	3	5	1	2
44282	1	1	1	2
44291	2	2	2	1
44296	3	2	1	3
44298	3	2	1	2
44300	2	2	2	1
44301	3	1	1	2
44307	1	1	1	2
44309	3	2	2	1
44310	1	1	2	1
44311	1	1	2	1
44312	3	2	1	2
44314	3	3	1	2
44315	1	1	1	3
44323	3	2	1	2
44328	2	2	2	1
44329	2	2	2	1
44330	2	2	1	2
44332	3	5	1	2
44337	3	2	1	2
44340	1	1	2	1
44342	1	1	1	2
44345	2	2	2	1
44355	2	2	2	1
44356	3	2	2	1
44366	2	2	1	2
44368	1	1	1	2
44370	1	1	2	1
44371	3	5	3	1
44373	1	1	1	2
44374	1	1	1	2
44377	3	2	1	2
44387	3	2	1	2
44388	3	4	1	2
44392	2	2	1	2
44395	2	2	1	2
44396	2	2	1	2
44397	1	1	1	2
44398	2	2	1	2
44399	3	2	1	2
44401	1	1	1	2
44404	3	1	2	1
44406	2	2	2	1
44407	2	2	1	2
44408	2	2	1	3
44410	2	2	1	3
44411	3	3	1	3
44413	2	2	1	3
44414	3	5	2	1
44415	2	2	2	1
44418	2	2	2	1
44419	1	1	2	1
44421	2	2	1	2
44428	1	1	2	1
44431	3	1	1	3
44439	1	1	1	2
44440	2	2	2	1
44441	2	2	1	2
44449	2	2	1	3
44457	1	1	1	2
44459	2	2	1	2
44460	3	3	1	2
44464	1	1	1	3
44465	1	1	1	2
44468	2	2	1	2
44469	3	3	2	1
44471	3	3	1	2
44474	3	1	1	2
44476	2	2	1	2
44483	1	1	1	2
44490	1	1	1	3
44496	1	1	2	1
44500	3	5	2	1
44502	1	1	1	2
44508	3	1	1	3
44513	3	5	1	2
44516	3	5	1	2
44519	1	1	1	2
44522	3	2	1	2
44523	3	3	1	2
44525	1	1	1	2
44527	2	2	2	1
44528	2	2	1	2
44531	2	2	2	1
44532	1	1	1	2
44535	1	1	2	1
44538	3	5	1	2
44542	2	2	1	2
44544	2	2	1	2
44548	2	2	1	2
44549	3	2	2	1
44552	2	2	1	2
44554	2	2	2	1
44555	1	1	1	2
44556	1	1	2	1
44557	3	2	2	1
44560	3	1	1	2
44565	2	2	1	3
44566	2	2	2	1
44567	1	1	1	3
44568	3	4	1	3
44573	3	3	1	2
44576	3	2	2	1
44581	2	2	1	2
44582	3	2	1	3
44586	3	4	1	2
44590	3	3	2	1
44591	3	2	2	1
44598	3	1	1	2
44609	1	1	1	2
44613	3	2	1	2
44615	3	5	2	1
44617	2	2	3	1
44623	1	1	1	2
44624	1	1	1	2
44627	3	2	1	2
44629	2	2	2	1
44635	3	3	1	2
44637	2	2	2	1
44639	1	1	1	2
44640	3	3	1	2
44642	3	1	1	3
44647	2	2	1	2
44649	2	2	2	1
44651	2	2	2	1
44654	3	3	1	2
44657	3	2	1	3
44659	1	1	2	1
44660	3	2	2	1
44661	2	2	1	2
44663	1	1	1	2
44664	3	3	1	2
44666	2	2	1	2
44668	3	3	2	1
44669	1	1	2	1
44672	1	1	2	1
44676	1	1	1	2
44678	2	2	1	2
44681	3	4	3	1
44682	1	1	3	2
44686	1	1	2	1
44688	3	5	1	2
44690	3	1	1	2
44694	1	1	2	1
44695	2	2	1	2
44699	2	2	2	1
44703	3	5	1	2
44705	3	2	1	2
44706	2	2	1	2
44707	3	2	2	1
44709	2	2	2	1
44711	3	5	1	3
44712	3	3	1	3
44716	2	2	2	1
44717	1	1	2	1
44718	3	2	1	2
44720	1	1	1	2
44723	3	3	1	2
44726	1	1	1	2
44727	3	3	1	2
44731	3	2	1	2
44736	3	2	1	2
44742	2	2	1	2
44744	2	2	1	2
44750	1	1	1	2
44752	1	1	1	2
44755	1	1	3	1
44761	3	3	1	2
44762	2	2	1	2
44767	3	2	3	1
44768	1	1	1	2
44771	3	2	1	2
44774	1	1	1	2
44776	1	1	1	2
44783	3	3	2	1
44795	2	2	2	1
44796	2	2	1	2
44800	2	2	2	1
44801	1	1	2	1
44804	3	2	2	1
44805	2	2	2	1
44808	2	2	1	2
44809	3	5	1	2
44814	3	5	1	3
44818	3	4	3	1
44826	3	2	1	2
44829	3	2	2	1
44830	3	4	1	2
44835	1	1	2	1
44839	3	3	1	2
44841	3	2	1	3
44843	3	2	1	3
44845	3	5	1	3
44850	1	1	1	2
44855	2	2	1	3
44860	1	1	2	1
44861	2	2	2	1
44872	1	1	1	2
44875	3	2	1	2
44876	2	2	1	2
44877	3	2	1	2
44879	3	3	1	2
44883	3	3	2	1
44887	3	3	2	1
44890	1	1	1	2
44891	3	5	1	2
44893	3	3	2	1
44894	2	2	1	2
44897	2	2	1	2
44898	3	5	2	1
44900	2	2	1	2
44901	2	2	1	2
44906	3	2	1	2
44907	2	2	1	2
44908	1	1	1	2
44909	2	2	1	2
44915	3	2	1	2
44920	3	2	1	2
44921	2	2	1	2
44923	2	2	1	2
44927	3	2	1	2
44929	3	2	1	2
44930	2	2	1	2
44932	1	1	1	2
44933	2	2	2	1
44934	2	2	2	1
44936	1	1	1	2
44938	1	1	2	1
44947	2	2	1	2
44948	1	1	1	3
44949	3	3	1	2
44952	2	2	1	2
44954	3	2	1	2
44956	3	3	1	2
44957	3	2	1	3
44958	1	1	1	3
44960	1	1	1	2
44961	3	2	1	2
44962	2	2	1	2
44963	1	1	1	2
44965	2	2	1	3
44967	2	2	2	1
44971	2	2	1	2
44972	2	2	1	2
44973	2	2	1	2
44976	2	2	2	1
44979	3	4	2	1
44984	3	2	1	2
44986	3	2	1	2
44987	1	1	1	2
44988	3	2	1	2
44990	1	1	2	1
44994	3	5	1	2
44996	1	1	2	1
45005	1	1	1	2
45006	2	2	1	2
45008	3	5	1	2
45010	3	2	1	2
45011	3	1	1	2
45012	3	3	1	2
45014	3	2	1	2
45021	2	2	1	2
45022	2	2	2	1
45024	2	2	2	1
45025	2	2	1	2
45027	2	2	1	2
45029	3	2	2	1
45030	3	1	2	1
45034	2	2	1	3
45036	1	1	2	1
45038	2	2	1	2
45039	1	1	1	2
45043	2	2	2	1
45046	3	1	1	3
45048	2	2	1	2
45049	2	2	1	2
45054	2	2	3	1
45055	1	1	1	2
45060	2	2	1	2
45061	1	1	2	1
45062	3	4	1	2
45064	2	2	1	2
45065	1	1	2	1
45075	2	2	2	1
45081	3	2	1	2
45082	2	2	2	1
45083	2	2	2	1
45084	3	3	1	2
45088	2	2	1	2
45094	1	1	2	1
45095	2	2	2	1
45102	3	1	1	2
45103	2	2	1	2
45106	1	1	2	1
45107	3	3	2	1
45111	1	1	1	2
45112	2	2	1	2
45114	1	1	1	2
45115	1	1	1	2
45117	2	2	1	2
45120	1	1	2	1
45121	3	4	1	2
45125	3	3	2	1
45127	1	1	1	2
45132	2	2	1	2
45134	3	4	1	2
45135	3	2	1	3
45136	1	1	2	1
45141	3	3	1	2
45146	3	2	1	3
45148	3	5	1	3
45150	2	2	1	3
45152	3	3	1	2
45155	1	1	2	1
45160	3	5	1	2
45168	1	1	1	2
45169	3	5	1	2
45172	2	2	1	2
45173	3	2	2	1
45174	2	2	1	2
45176	1	1	1	2
45178	1	1	1	2
45179	1	1	1	2
45180	3	2	1	2
45183	3	2	1	3
45184	2	2	1	3
45185	2	2	1	3
45187	1	1	1	2
45205	3	5	1	2
45206	3	3	1	3
45212	3	5	2	1
45213	2	2	1	2
45214	3	5	2	1
45215	1	1	1	2
45217	3	2	1	2
45218	3	4	2	1
45223	2	2	1	2
45226	2	2	2	1
45227	2	2	1	2
45228	3	2	1	2
45229	2	2	1	2
45234	2	2	1	2
45238	1	1	1	2
45241	3	3	1	3
45244	3	3	2	1
45247	1	1	1	2
45250	1	1	1	2
45257	3	5	1	2
45259	3	5	1	2
45260	2	2	1	2
45265	1	1	1	2
45267	1	1	2	1
45269	3	3	1	2
45270	3	2	2	1
45273	2	2	1	2
45278	1	1	1	3
45285	3	2	1	2
45286	2	2	1	2
45287	1	1	1	2
45288	1	1	2	1
45289	2	2	1	2
45291	3	5	1	2
45302	1	1	1	2
45310	3	5	1	2
45313	2	2	1	2
45317	2	2	1	2
45320	3	3	1	2
45326	3	1	1	2
45327	1	1	1	2
45328	3	1	1	2
45331	3	3	1	2
45333	2	2	2	1
45339	2	2	1	2
45355	3	2	1	2
45358	1	1	2	1
45359	3	3	2	1
45364	3	5	1	2
45376	2	2	1	2
45377	2	2	1	2
45378	2	2	1	3
45383	1	1	2	1
45385	1	1	2	1
45386	2	2	1	2
45387	1	1	2	1
45388	1	1	1	2
45390	3	2	1	2
45392	2	2	1	2
45393	1	1	2	1
45395	2	2	1	2
45400	3	2	1	2
45405	2	2	1	2
45412	1	1	2	1
45415	3	2	1	2
45420	2	2	1	2
45423	2	2	2	1
45433	1	1	1	2
45434	3	5	1	2
45436	3	2	1	2
45439	3	5	1	2
45440	3	1	1	2
45446	1	1	1	2
45449	1	1	1	2
45452	3	2	1	3
45453	1	1	2	1
45458	2	2	2	1
45459	3	5	2	1
45461	2	2	1	2
45462	2	2	2	1
45463	3	2	1	2
45469	3	3	2	1
45471	1	1	2	1
45472	2	2	1	2
45475	3	3	2	1
45482	2	2	1	3
45483	2	2	1	2
45486	1	1	1	3
45495	3	4	1	2
45496	3	1	1	2
45500	2	2	1	3
45503	3	1	1	2
45504	1	1	2	1
45505	1	1	1	2
45508	3	5	2	1
45511	1	1	1	3
45512	2	2	1	3
45514	2	2	1	2
45515	1	1	1	2
45516	3	3	1	2
45517	1	1	1	3
45519	2	2	2	1
45520	2	2	1	2
45526	3	3	2	1
45527	2	2	1	2
45529	3	2	2	1
45530	1	1	2	1
45532	2	2	2	1
45541	2	2	1	2
45561	3	1	2	1
45562	1	1	1	2
45563	3	5	2	1
45565	2	2	1	2
45567	3	5	1	2
45568	1	1	1	2
45571	1	1	1	2
45576	2	2	1	2
45579	1	1	2	1
45582	1	1	1	2
45583	2	2	1	2
45584	1	1	2	1
45586	1	1	1	2
45587	3	3	2	1
45588	3	3	1	2
45590	3	3	1	2
45591	3	2	1	3
45595	1	1	1	2
45602	1	1	1	2
45603	3	3	2	1
45605	1	1	2	1
45606	1	1	1	2
45614	2	2	2	1
45615	1	1	2	1
45616	3	4	1	3
45619	3	2	2	1
45625	2	2	2	1
45632	1	1	1	2
45634	2	2	1	2
45635	3	2	1	2
45636	1	1	1	2
45643	3	2	1	2
45644	1	1	1	2
45647	1	1	2	1
45649	1	1	1	2
45650	2	2	2	1
45651	3	2	2	1
45652	2	2	2	1
45653	3	2	2	1
45656	3	4	1	3
45657	2	2	3	1
45658	2	2	3	1
45662	3	5	2	1
45666	1	1	1	2
45667	3	2	2	1
45668	2	2	2	1
45669	2	2	2	1
45670	3	3	2	1
45675	3	3	2	1
45676	2	2	1	2
45677	1	1	2	1
45685	3	5	2	1
45689	1	1	2	1
45692	2	2	2	1
45693	2	2	2	1
45694	1	1	1	2
45695	1	1	2	1
45699	1	1	2	1
45702	3	2	2	1
45703	3	2	1	2
45706	3	5	1	2
45715	2	2	1	2
45717	3	3	1	2
45718	1	1	2	1
45724	3	3	1	3
45726	3	2	1	2
45727	3	2	1	3
45728	3	2	1	3
45733	3	2	2	1
45735	3	2	1	2
45736	1	1	1	2
45737	2	2	2	1
45738	1	1	1	2
45746	1	1	1	2
45752	1	1	1	2
45756	2	2	2	1
45757	1	1	1	2
45762	2	2	1	2
45767	2	2	2	1
45769	2	2	2	1
45771	3	2	2	1
45774	2	2	2	1
45775	2	2	1	3
45777	3	3	1	3
45789	1	1	2	1
45791	3	3	1	2
45793	3	2	2	1
45796	2	2	2	1
45802	1	1	2	1
45806	1	1	1	2
45810	3	3	1	2
45814	3	4	1	2
45815	3	5	2	1
45817	3	5	2	1
45818	3	2	2	1
45824	2	2	1	2
45826	3	3	1	2
45827	3	2	1	2
45830	3	3	1	2
45833	3	3	1	2
45836	3	2	1	2
45837	1	1	1	2
45838	2	2	1	2
45841	3	3	2	1
45842	3	5	1	2
45848	1	1	1	2
45849	2	2	2	1
45851	2	2	1	2
45856	3	2	1	2
45865	2	2	1	3
45867	2	2	2	1
45872	1	1	1	2
45877	1	1	1	2
45878	1	1	1	2
45879	3	3	1	2
45887	3	2	1	2
45889	3	5	1	2
45890	1	1	1	2
45891	3	3	1	2
45893	1	1	1	3
45896	1	1	1	2
45898	3	5	1	2
45902	1	1	2	1
45904	2	2	1	2
45908	1	1	2	1
45913	2	2	2	1
45917	3	3	2	1
45922	1	1	2	1
45924	3	2	1	2
45925	2	2	1	2
45931	3	2	1	3
45938	1	1	1	3
45940	2	2	3	1
45941	1	1	1	2
45942	2	2	2	1
45944	3	2	1	3
45950	3	2	1	2
45953	2	2	1	2
45955	1	1	2	1
45957	1	1	1	2
45962	2	2	1	2
45968	3	2	2	1
45969	3	2	2	1
45971	3	2	2	1
45976	2	2	1	2
45977	3	2	1	2
45980	1	1	2	1
45983	3	2	2	1
45989	3	3	1	3
45999	3	3	1	2
46008	2	2	2	1
46019	3	2	1	3
46020	1	1	1	2
46021	3	4	1	2
46022	1	1	1	2
46027	3	5	1	2
46028	3	3	1	2
46032	3	2	2	1
46034	3	5	1	2
46037	1	1	1	2
46038	2	2	1	2
46041	3	2	1	2
46042	3	2	1	2
46043	2	2	1	2
46044	3	3	1	2
46050	3	2	1	2
46055	2	2	1	2
46058	3	2	2	1
46060	3	2	1	2
46062	2	2	1	2
46070	3	3	1	2
46071	2	2	1	2
46076	3	5	1	2
46078	1	1	1	2
46080	2	2	1	2
46081	3	3	2	1
46082	2	2	1	2
46083	1	1	2	1
46085	3	3	2	1
46088	2	2	1	2
46089	3	2	1	2
46091	2	2	2	1
46092	3	3	2	1
46098	3	2	1	2
46099	1	1	1	2
46101	3	3	1	2
46104	3	5	1	2
46105	2	2	1	2
46106	2	2	1	2
46109	3	1	1	3
46115	2	2	1	2
46116	2	2	1	2
46117	2	2	1	2
46120	3	5	2	1
46121	3	5	3	1
46125	2	2	2	1
46129	1	1	2	1
46140	1	1	1	2
46142	3	2	1	2
46146	3	2	1	2
46153	3	2	2	1
46156	1	1	1	2
46157	2	2	1	3
46160	2	2	3	1
46161	2	2	3	1
46162	2	2	3	1
46163	2	2	1	2
46164	1	1	1	2
46168	2	2	1	2
46173	3	5	2	1
46174	1	1	2	1
46175	3	2	1	2
46177	3	3	1	2
46182	2	2	1	2
46184	3	3	2	1
46185	1	1	1	2
46189	3	1	2	1
46190	2	2	1	2
46192	3	1	1	2
46195	2	2	2	1
46199	2	2	1	2
46211	3	2	1	2
46217	1	1	2	1
46221	2	2	1	2
46226	3	2	1	2
46228	3	2	1	2
46231	1	1	1	2
46234	3	3	1	2
46237	3	3	2	1
46239	2	2	1	2
46243	3	1	2	1
46244	2	2	2	1
46246	3	3	1	2
46248	2	2	1	2
46253	3	2	1	2
46255	1	1	1	2
46258	1	1	1	2
46263	2	2	1	2
46265	3	3	3	1
46270	3	3	2	1
46276	1	1	2	1
46277	2	2	2	1
46286	3	5	1	2
46289	2	2	1	2
46297	1	1	2	1
46300	3	1	1	3
46308	1	1	1	2
46309	3	2	2	1
46312	2	2	1	2
46313	1	1	2	1
46315	1	1	1	2
46326	1	1	2	1
46335	1	1	2	1
46336	1	1	2	1
46339	3	2	1	2
46341	2	2	1	2
46345	1	1	1	2
46347	3	5	2	1
46356	1	1	1	2
46357	2	2	2	1
46358	1	1	2	1
46359	3	3	1	2
46363	2	2	1	2
46364	1	1	2	1
46368	3	2	1	2
46369	3	1	1	2
46370	2	2	1	2
46375	3	4	1	2
46376	3	3	1	2
46379	3	4	1	3
46380	3	3	1	2
46382	1	1	1	2
46385	2	2	1	3
46389	3	5	2	1
46392	3	3	1	2
46393	3	2	1	2
46394	2	2	1	2
46396	2	2	1	2
46397	3	2	2	1
46398	2	2	1	2
46400	3	1	2	1
46401	3	3	1	2
46402	3	3	1	2
46405	1	1	1	2
46407	3	2	1	2
46410	3	5	1	2
46415	3	3	1	2
46419	3	5	1	2
46420	2	2	1	2
46421	2	2	1	2
46422	2	2	1	2
46423	3	3	1	2
46428	2	2	1	2
46429	2	2	1	2
46431	3	2	1	2
46436	1	1	2	1
46437	2	2	3	1
46440	3	3	1	2
46445	2	2	1	2
46450	3	5	2	1
46451	1	1	1	2
46459	2	2	2	1
46461	3	2	2	1
46462	3	5	2	1
46465	3	5	2	1
46468	1	1	2	1
46469	3	2	2	1
46476	3	5	1	2
46478	2	2	1	3
46485	2	2	2	1
46492	2	2	1	3
46493	3	2	1	3
46495	3	1	1	3
46499	3	5	2	1
46500	2	2	1	2
46502	2	2	1	3
46505	2	2	1	2
46508	1	1	2	1
46509	1	1	2	1
46510	2	2	1	2
46514	1	1	2	1
46517	3	3	1	3
46518	3	1	1	2
46524	3	1	1	2
46526	3	2	1	2
46527	1	1	1	2
46528	2	2	1	2
46530	3	2	1	2
46532	3	2	1	2
46534	2	2	1	2
46537	1	1	1	2
46538	2	2	2	1
46539	3	2	1	2
46540	1	1	2	1
46542	1	1	2	1
46544	2	2	1	2
46550	3	2	1	2
46556	3	5	1	2
46562	1	1	1	2
46566	3	2	1	3
46567	1	1	1	2
46568	3	1	1	3
46570	2	2	1	2
46573	1	1	2	1
46574	2	2	2	1
46576	3	2	2	1
46579	1	1	1	2
46580	1	1	1	2
46581	1	1	1	2
46583	3	2	2	1
46584	1	1	2	1
46587	3	3	1	2
46598	3	2	1	2
46600	3	5	1	2
46607	1	1	2	1
46615	2	2	1	2
46619	3	2	1	2
46621	3	2	1	2
46626	2	2	2	1
46629	2	2	1	2
46631	3	1	1	2
46639	3	2	1	2
46640	3	1	1	2
46645	1	1	2	1
46646	2	2	2	1
46649	1	1	2	1
46650	3	3	1	2
46651	2	2	2	1
46652	2	2	2	1
46653	1	1	2	1
46656	3	2	1	2
46659	2	2	2	1
46663	3	5	1	2
46665	2	2	1	2
46670	3	2	2	1
46672	2	2	2	1
46673	3	2	2	1
46675	2	2	1	2
46677	2	2	1	2
46678	1	1	1	2
46683	1	1	2	1
46685	3	3	2	1
46687	2	2	1	2
46691	1	1	1	2
46692	3	2	1	2
46693	3	2	1	2
46696	3	3	1	2
46698	2	2	2	1
46706	1	1	1	2
46707	3	3	2	1
46709	3	3	1	3
46710	1	1	1	2
46711	2	2	1	2
46716	3	2	2	1
46720	2	2	2	1
46721	2	2	1	2
46727	3	5	1	2
46728	3	2	1	2
46734	3	3	2	1
46735	3	1	1	2
46736	1	1	2	1
46737	2	2	1	2
46738	2	2	2	1
46744	2	2	1	2
46745	1	1	1	2
46746	3	2	1	2
46749	2	2	2	1
46751	1	1	1	2
46753	1	1	1	2
46762	1	1	1	2
46763	1	1	1	2
46765	3	1	2	1
46770	3	3	1	3
46776	3	2	2	1
46777	2	2	2	1
46778	2	2	1	2
46779	1	1	1	2
46781	3	2	2	1
46782	2	2	1	2
46787	1	1	2	1
46789	3	2	1	2
46793	1	1	1	2
46797	3	2	2	1
46799	3	2	1	2
46804	2	2	1	2
46805	1	1	2	1
46811	2	2	1	2
46814	3	2	2	1
46815	3	3	2	1
46821	1	1	1	2
46826	3	2	1	2
46828	1	1	1	3
46830	1	1	2	1
46831	2	2	1	2
46833	2	2	1	2
46836	2	2	1	2
46838	3	5	1	3
46843	2	2	1	2
46844	3	1	2	1
46846	3	2	1	2
46849	2	2	1	2
46852	2	2	2	1
46854	3	2	1	2
46856	2	2	1	2
46857	3	2	1	2
46858	3	5	1	2
46860	3	2	1	2
46862	1	1	2	1
46864	2	2	1	2
46869	3	2	1	2
46870	3	2	1	3
46875	2	2	2	1
46876	3	2	1	2
46879	2	2	1	3
46883	3	3	1	2
46888	1	1	3	1
46891	1	1	1	2
46904	2	2	1	2
46908	1	1	1	2
46910	3	4	1	2
46911	1	1	2	1
46914	2	2	1	2
46915	3	5	2	1
46919	2	2	2	1
46924	3	2	1	2
46925	2	2	1	2
46926	3	2	1	2
46932	3	5	1	2
46933	1	1	2	1
46934	3	2	1	2
46935	2	2	1	2
46946	2	2	2	1
46955	2	2	1	2
46957	2	2	2	1
46964	1	1	1	2
46965	1	1	2	1
46967	2	2	1	2
46971	1	1	1	2
46973	3	1	1	3
46978	2	2	2	1
46979	1	1	2	1
46983	1	1	2	1
46984	2	2	2	1
46986	1	1	1	2
46989	1	1	1	2
46990	3	5	2	1
46991	2	2	2	1
46993	1	1	1	2
46994	2	2	1	2
46996	3	5	2	1
47002	3	2	1	3
47005	2	2	1	2
47007	3	2	1	2
47016	3	3	1	2
47023	1	1	1	2
47026	2	2	2	1
47027	2	2	1	2
47028	2	2	1	2
47029	1	1	1	3
47032	2	2	2	1
47033	2	2	1	2
47035	3	2	1	2
47036	1	1	2	1
47039	2	2	1	2
47040	3	2	2	1
47044	2	2	1	2
47047	2	2	1	3
47048	3	2	1	2
47056	2	2	2	1
47058	2	2	2	1
47060	1	1	2	3
47067	3	3	1	2
47073	2	2	2	1
47076	3	2	1	2
47090	2	2	1	2
47093	2	2	2	1
47097	2	2	1	2
47099	2	2	2	1
47101	2	2	1	2
47104	1	1	1	2
47110	1	1	1	2
47111	3	5	1	2
47112	2	2	2	1
47114	1	1	2	1
47115	2	2	1	2
47116	3	5	1	2
47117	3	2	2	1
47118	1	1	1	2
47119	2	2	1	2
47121	3	5	1	2
47128	1	1	1	2
47136	3	2	1	2
47138	3	2	1	2
47143	1	1	1	2
47147	3	3	1	2
47150	1	1	2	1
47155	3	3	1	2
47158	3	1	1	2
47159	3	5	1	2
47164	2	2	1	2
47173	1	1	1	2
47180	3	3	2	1
47187	3	5	1	2
47192	1	1	2	1
47195	3	2	1	2
47199	1	1	1	2
47200	1	1	1	2
47201	3	2	1	2
47204	2	2	2	1
47205	1	1	1	2
47206	1	1	2	1
47207	2	2	2	1
47213	1	1	1	2
47215	2	2	2	1
47216	1	1	2	1
47218	1	1	1	2
47219	2	2	2	1
47225	2	2	2	3
47226	2	2	3	1
47229	2	2	1	2
47231	1	1	1	2
47232	1	1	1	2
47236	3	2	1	2
47238	1	1	1	2
47245	3	2	1	2
47247	1	1	1	2
47248	2	2	2	1
47256	2	2	2	1
47257	1	1	1	2
47259	2	2	1	2
47263	1	1	1	2
47267	1	1	2	1
47273	3	3	1	2
47274	2	2	2	1
47275	2	2	1	2
47276	3	2	1	2
47286	2	2	1	2
47290	3	3	1	2
47291	3	2	1	2
47292	1	1	1	3
47293	3	3	1	2
47299	3	2	1	3
47300	3	5	1	3
47312	2	2	2	1
47313	1	1	2	1
47319	1	1	1	2
47320	3	2	2	1
47321	3	5	1	2
47325	3	5	1	3
47326	3	2	1	3
47329	2	2	1	2
47337	2	2	1	2
47340	1	1	2	1
47341	3	2	1	2
47343	3	5	1	2
47346	2	2	1	3
47350	2	2	1	3
47356	1	1	2	1
47358	3	3	1	2
47361	1	1	1	2
47366	3	2	2	1
47367	2	2	1	2
47371	1	1	1	2
47373	2	2	1	2
47374	1	1	1	2
47381	3	1	1	2
47382	2	2	1	2
47383	3	1	1	2
47384	2	2	1	2
47385	1	1	1	2
47387	1	1	1	2
47391	2	2	2	1
47395	1	1	2	1
47396	3	2	1	2
47397	1	1	1	2
47398	3	2	1	2
47399	2	2	2	1
47403	1	1	1	3
47407	1	1	1	2
47408	2	2	2	1
47409	1	1	1	2
47419	1	1	1	2
47425	1	1	1	2
47427	3	2	1	2
47428	2	2	1	2
47430	1	1	1	2
47431	3	2	1	2
47440	2	2	1	2
47444	2	2	1	2
47447	1	1	1	2
47448	3	1	1	2
47451	2	2	1	2
47452	3	2	1	2
47454	3	2	2	1
47456	1	1	2	1
47462	3	3	2	1
47465	3	2	2	1
47467	3	2	1	2
47474	3	2	2	1
47475	1	1	1	2
47476	3	5	1	2
47479	1	1	1	2
47480	1	1	1	2
47481	1	1	2	1
47482	3	5	2	1
47483	2	2	1	2
47488	3	3	1	3
47489	2	2	3	1
47491	2	2	3	1
47498	3	3	1	2
47502	1	1	2	1
47504	1	1	2	1
47515	2	2	3	1
47518	3	2	1	2
47520	1	1	2	1
47525	2	2	1	2
47535	1	1	1	2
47539	1	1	1	2
47550	2	2	1	3
47551	2	2	1	2
47552	1	1	1	2
47553	2	2	1	2
47554	3	5	3	1
47555	1	1	1	3
47565	3	3	1	2
47568	3	2	1	3
47573	3	3	1	2
47576	2	2	2	1
47580	1	1	1	3
47603	1	1	2	1
47604	3	5	2	1
47606	3	2	1	2
47611	3	3	1	2
47623	3	2	1	2
47625	3	3	1	2
47632	1	1	1	2
47637	1	1	1	2
47639	1	1	1	2
47640	1	1	1	2
47645	2	2	1	2
47649	2	2	1	2
47650	1	1	1	2
47654	2	2	2	1
47655	3	5	1	2
47658	2	2	1	2
47659	1	1	1	2
47660	3	3	2	1
47661	2	2	2	1
47663	2	2	1	2
47665	3	3	3	1
47666	1	1	1	2
47667	1	1	3	2
47668	2	2	3	1
47669	3	3	2	3
47670	2	2	1	3
47673	3	3	1	2
47674	3	2	1	2
47675	3	2	2	1
47679	1	1	1	2
47685	1	1	1	2
47687	1	1	1	2
47689	3	2	1	2
47692	1	1	1	2
47693	1	1	2	1
47695	1	1	2	1
